school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,nursery,internet,guardian,traveltime,higher,romantic,famrel,freetime,goout,studytime_mat,failures_mat,schoolsup_mat,famsup_mat,paid_mat,activities_mat,Dalc_mat,Walc_mat,health_mat,absences_mat,G1_mat,G2_mat,G3_mat,studytime_por,failures_por,schoolsup_por,famsup_por,paid_por,activities_por,Dalc_por,Walc_por,health_por,absences_por,G1_por,G2_por,G3_por,studytime
GP,M,16,R,GT3,T,4,4,teacher,teacher,course,yes,yes,mother,1,yes,no,3,5,5,1,0,no,no,yes,yes,2,5,4,8,18,18,18,1,0,no,no,no,yes,2,5,4,8,14,14,15,2
GP,F,15,R,GT3,T,3,4,services,teacher,course,yes,yes,father,2,yes,yes,4,2,2,3,2,no,yes,no,no,2,2,5,0,12,0,0,3,0,no,yes,no,no,2,2,5,0,10,11,12,6
GP,F,15,U,GT3,T,1,1,at_home,other,course,no,yes,mother,3,yes,yes,4,3,3,1,0,no,yes,no,yes,1,2,4,0,8,0,0,1,0,no,yes,no,yes,1,2,4,6,11,12,13,2
GP,F,17,U,LE3,T,2,2,other,other,course,yes,yes,father,1,yes,yes,3,4,4,1,0,no,yes,no,no,1,3,5,12,10,13,12,1,0,no,yes,no,no,1,3,5,2,13,12,12,2
GP,F,16,U,GT3,A,3,4,services,other,course,yes,yes,father,1,yes,no,3,2,1,1,0,no,no,no,no,1,4,5,16,12,11,11,1,0,no,no,no,no,1,4,5,12,15,13,14,2
GP,M,15,R,GT3,T,3,4,at_home,teacher,course,yes,no,mother,4,yes,yes,5,3,3,2,0,no,yes,no,no,1,1,5,0,9,0,0,2,0,no,yes,no,no,1,1,5,2,12,11,11,4
GP,F,15,U,GT3,T,4,4,services,at_home,course,yes,yes,mother,1,yes,yes,4,3,3,3,0,no,yes,no,yes,1,1,5,0,11,0,0,3,0,no,yes,no,yes,1,1,5,4,13,14,15,6
GP,M,17,R,GT3,T,3,4,at_home,other,course,yes,no,mother,3,yes,no,5,4,5,2,0,no,no,no,no,2,4,5,0,10,0,0,2,0,no,no,no,no,2,4,5,2,10,9,10,4
GP,F,16,U,GT3,A,3,3,other,other,course,no,yes,other,2,yes,yes,4,3,2,1,2,no,yes,no,yes,1,1,5,0,4,0,0,1,0,no,yes,no,yes,1,1,5,4,9,9,10,2
GP,M,16,U,LE3,T,1,1,services,other,course,yes,no,mother,1,yes,yes,4,4,4,2,1,no,no,no,no,1,3,5,0,14,12,12,2,2,no,no,no,no,1,3,5,0,10,10,10,4
GP,F,15,U,GT3,T,4,4,teacher,teacher,course,yes,yes,mother,2,yes,no,4,3,2,1,0,no,no,no,yes,1,1,5,0,16,16,15,1,0,no,no,no,yes,1,1,5,6,13,14,14,2
GP,M,15,U,GT3,T,4,3,teacher,services,course,yes,yes,father,2,yes,no,2,2,2,4,0,yes,yes,no,no,1,1,3,0,7,9,0,4,0,yes,yes,no,no,1,1,3,6,9,11,11,8
GP,M,16,U,LE3,T,2,2,services,services,reputation,yes,yes,father,2,yes,no,2,3,3,1,2,no,yes,no,yes,2,2,2,8,9,9,9,1,0,no,yes,no,yes,2,2,2,4,12,11,11,2
GP,F,15,U,GT3,T,4,4,teacher,services,course,yes,yes,mother,1,yes,no,4,2,2,3,0,no,yes,yes,yes,1,1,5,2,9,11,11,3,0,no,yes,no,yes,1,1,5,2,13,13,13,6
GP,F,16,U,LE3,T,1,1,at_home,at_home,course,yes,yes,mother,1,yes,no,3,4,4,1,0,no,no,no,no,3,3,1,2,14,14,13,1,0,no,no,no,no,3,3,1,4,10,11,11,2
GP,M,17,U,GT3,T,2,1,other,other,home,yes,yes,mother,1,yes,no,5,4,5,1,3,no,yes,no,no,1,2,5,0,5,0,0,1,0,no,yes,no,no,1,2,5,22,9,7,6,2
GP,F,15,U,GT3,T,1,1,other,services,course,yes,yes,father,1,yes,no,4,4,2,2,0,no,yes,yes,no,1,2,5,0,8,11,11,2,0,no,yes,no,no,1,2,5,0,12,12,12,4
GP,F,15,U,GT3,T,3,2,health,services,home,yes,yes,father,1,yes,no,3,3,2,2,3,no,yes,no,no,1,1,3,0,6,7,0,2,1,no,yes,no,no,1,1,3,2,11,11,11,4
GP,F,15,U,GT3,T,1,2,at_home,other,course,no,yes,mother,1,yes,no,4,3,2,2,0,no,yes,yes,no,1,1,5,2,10,11,11,2,0,no,yes,no,no,1,1,5,6,13,12,13,4
GP,M,16,U,GT3,T,4,4,teacher,teacher,course,yes,yes,mother,1,no,yes,3,3,2,1,0,no,yes,no,no,2,1,5,0,7,6,0,1,0,no,yes,no,no,2,1,5,16,9,9,8,2
GP,M,15,U,LE3,A,2,1,services,other,course,yes,yes,mother,4,yes,no,4,5,5,1,3,no,no,no,no,2,5,5,0,8,9,10,1,0,no,no,no,no,2,5,5,0,12,11,11,2
GP,M,18,U,LE3,T,1,1,other,other,course,yes,yes,mother,1,no,yes,2,3,5,1,3,no,no,no,no,2,5,4,0,6,5,0,1,2,no,no,no,no,2,5,4,0,11,9,0,2
GP,M,16,U,LE3,T,2,1,at_home,other,course,yes,no,mother,1,yes,yes,4,4,4,1,1,no,no,no,yes,3,5,5,6,12,13,14,1,1,no,no,no,yes,3,5,5,6,9,10,10,2
GP,F,15,R,GT3,T,3,3,services,services,reputation,yes,yes,other,2,yes,yes,4,2,1,3,2,no,yes,yes,yes,2,3,3,8,10,10,10,3,0,no,yes,yes,yes,2,3,3,2,13,13,13,6
GP,M,19,U,GT3,T,3,2,services,at_home,home,yes,yes,mother,1,no,yes,4,5,4,1,3,no,yes,no,no,1,1,4,0,5,0,0,1,0,no,yes,no,no,1,1,4,6,11,9,11,2
GP,F,17,U,GT3,T,4,4,other,teacher,course,yes,no,mother,1,yes,yes,4,2,1,1,0,yes,yes,no,no,1,1,4,0,11,11,12,1,0,yes,yes,no,no,1,1,4,0,13,13,13,2
GP,M,15,R,GT3,T,2,3,at_home,services,course,yes,no,mother,1,yes,no,4,4,4,2,0,yes,no,yes,yes,1,1,1,2,11,8,8,2,0,yes,no,yes,yes,1,1,1,0,7,8,8,4
GP,M,17,R,LE3,T,1,2,other,other,reputation,yes,no,mother,1,yes,no,2,2,2,1,0,no,no,no,no,3,3,5,8,16,12,13,1,3,no,no,no,no,3,3,5,14,9,8,10,2
GP,F,18,R,GT3,T,1,1,at_home,other,course,no,no,mother,3,yes,no,5,2,5,1,3,no,yes,no,yes,1,5,4,6,9,8,10,1,3,no,yes,no,yes,1,5,4,6,11,10,11,2
GP,M,16,R,GT3,T,2,2,at_home,other,course,no,no,mother,3,yes,no,4,2,2,1,0,no,no,no,no,1,2,3,2,17,15,15,1,0,no,no,no,no,1,2,3,4,12,10,11,2
GP,M,16,U,GT3,T,3,3,other,services,course,yes,yes,father,1,yes,yes,4,5,5,2,1,no,yes,yes,no,4,4,5,4,10,12,12,2,1,no,yes,no,no,4,4,5,0,10,10,1,4
GP,M,17,R,LE3,T,2,1,at_home,other,course,yes,yes,mother,2,no,yes,3,3,2,1,2,no,no,no,yes,2,2,5,0,7,6,0,1,1,no,no,yes,yes,2,2,5,8,8,8,9,2
GP,M,17,R,LE3,T,1,1,other,services,course,yes,no,mother,4,no,yes,5,3,5,2,3,no,no,no,yes,1,5,5,0,5,8,7,2,0,no,no,no,yes,1,5,5,0,8,8,8,4
GP,M,16,U,GT3,T,2,2,other,other,course,yes,yes,father,1,no,no,4,3,5,2,0,no,no,no,no,2,4,4,4,10,10,10,2,0,no,no,no,no,2,4,4,0,9,10,11,4
GP,F,16,U,GT3,T,4,2,health,services,home,yes,yes,father,1,yes,yes,4,2,3,2,0,no,no,yes,no,1,1,3,0,14,15,16,2,0,no,no,no,no,1,1,3,0,17,17,18,4
GP,F,16,U,GT3,T,2,2,other,other,home,no,yes,mother,1,yes,no,5,1,5,2,0,no,yes,yes,no,1,1,4,0,6,7,0,2,0,no,yes,no,no,1,1,4,0,12,12,13,4
GP,F,16,U,GT3,T,4,4,health,health,reputation,yes,yes,mother,1,yes,yes,4,4,2,2,0,no,yes,yes,no,1,1,3,0,14,14,14,2,0,no,yes,no,no,1,1,3,0,16,16,17,4
GP,M,16,U,GT3,T,3,4,other,other,course,no,yes,father,3,yes,no,3,4,5,1,2,no,yes,no,yes,2,4,2,0,6,5,0,1,1,no,yes,no,yes,2,4,2,4,9,9,10,2
GP,M,16,U,GT3,T,1,0,other,other,reputation,yes,yes,mother,2,yes,yes,4,3,2,2,0,no,yes,yes,yes,1,1,3,2,13,15,16,2,0,no,yes,no,yes,1,1,3,0,16,17,18,4
GP,M,17,U,LE3,T,4,4,teacher,other,reputation,yes,yes,mother,1,yes,no,4,4,4,2,0,no,yes,yes,yes,1,3,5,0,13,11,10,2,0,no,yes,no,yes,1,3,5,0,11,9,10,4
GP,F,16,U,GT3,T,1,3,at_home,services,home,no,yes,mother,1,yes,yes,4,3,5,2,3,no,no,no,yes,1,1,3,0,8,7,0,2,0,no,no,no,yes,1,1,3,0,14,13,13,4
GP,F,16,U,LE3,T,3,3,other,other,reputation,yes,yes,mother,2,yes,no,4,4,5,2,0,no,yes,yes,yes,1,1,4,4,10,11,9,2,0,no,yes,no,yes,1,1,4,0,14,14,15,4
GP,M,17,U,LE3,T,4,3,teacher,other,course,yes,yes,mother,2,yes,no,4,4,4,2,0,no,no,yes,yes,4,4,4,4,10,9,9,2,0,no,no,no,yes,4,4,4,0,10,11,11,4
GP,F,16,U,GT3,T,2,2,services,other,reputation,no,yes,mother,2,yes,no,3,4,4,2,0,no,no,yes,yes,1,4,5,2,13,13,11,2,0,no,no,no,yes,1,4,5,0,13,12,14,4
GP,M,17,U,GT3,T,3,3,other,other,reputation,no,yes,father,1,yes,no,4,3,4,2,0,no,no,no,yes,1,4,4,4,6,5,6,2,0,no,no,no,yes,1,4,4,4,11,9,10,4
GP,M,16,R,GT3,T,4,2,teacher,services,other,yes,yes,mother,1,yes,yes,4,3,3,1,0,no,yes,no,yes,3,4,3,10,10,8,9,1,0,no,yes,no,yes,3,4,3,8,10,9,11,2
GP,M,17,U,GT3,T,4,3,other,other,course,yes,yes,mother,1,yes,yes,5,2,3,2,0,no,yes,no,yes,1,1,2,4,10,10,11,2,0,no,yes,yes,yes,1,1,2,4,11,11,13,4
GP,M,16,U,GT3,T,4,3,teacher,other,home,yes,yes,mother,1,yes,no,3,4,3,2,0,no,yes,yes,yes,2,3,3,10,9,8,8,2,0,no,yes,yes,yes,2,3,3,4,11,10,11,4
GP,M,16,U,GT3,T,3,3,services,other,home,yes,yes,mother,1,yes,yes,4,2,3,2,0,no,no,yes,yes,1,2,3,2,12,13,12,2,0,no,no,no,yes,1,2,3,0,11,12,13,4
GP,F,17,U,GT3,T,2,4,services,services,reputation,yes,no,father,1,yes,no,5,4,2,2,0,no,yes,no,yes,2,3,5,0,16,17,17,2,0,no,yes,no,yes,2,3,5,0,17,18,17,4
GP,F,17,U,LE3,T,3,3,other,other,reputation,yes,yes,mother,1,yes,yes,5,3,3,2,0,no,yes,no,yes,2,3,1,56,9,9,8,2,0,no,yes,no,yes,2,3,1,32,14,13,14,4
GP,F,16,U,GT3,T,3,2,other,other,reputation,yes,yes,mother,1,yes,no,1,2,2,2,0,no,yes,yes,no,1,2,1,14,12,13,12,2,0,no,yes,no,no,1,2,1,8,14,15,16,4
GP,M,17,U,GT3,T,3,3,services,services,other,yes,yes,mother,1,yes,yes,4,3,4,2,0,no,yes,no,yes,2,3,4,12,12,12,11,2,0,no,yes,no,yes,2,3,4,6,11,13,14,4
GP,M,16,U,GT3,T,1,2,services,services,other,yes,yes,mother,1,yes,yes,3,3,3,1,0,no,yes,yes,yes,1,2,3,2,11,12,11,1,0,no,yes,no,yes,1,2,3,0,10,9,11,2
GP,M,16,U,LE3,T,2,1,other,other,course,yes,yes,mother,1,yes,yes,4,2,3,2,0,no,no,yes,yes,1,2,5,0,15,15,15,2,0,no,no,no,yes,1,2,5,0,13,14,16,4
GP,F,17,U,GT3,A,3,3,health,other,reputation,no,yes,mother,1,yes,yes,3,3,3,2,0,no,yes,no,no,1,3,3,6,8,7,9,2,0,no,yes,no,no,1,3,3,10,12,13,14,4
GP,M,17,R,GT3,T,1,2,at_home,other,home,yes,no,mother,1,yes,no,3,1,3,2,0,no,no,no,no,1,5,3,4,8,9,10,2,0,no,no,no,no,1,5,3,6,9,9,10,4
GP,F,16,U,GT3,T,2,3,services,services,course,yes,yes,mother,1,yes,no,4,3,3,2,0,no,no,no,no,1,1,2,10,11,12,13,2,0,no,no,no,no,1,1,2,6,12,12,13,4
GP,F,17,U,GT3,T,1,1,at_home,services,course,yes,yes,mother,1,yes,no,5,3,3,2,0,no,no,no,yes,1,1,3,0,8,8,9,2,0,no,no,no,yes,1,1,3,0,12,11,12,4
GP,M,17,U,GT3,T,1,2,at_home,services,other,no,yes,other,2,yes,no,4,4,4,2,0,no,no,yes,yes,4,5,5,12,7,8,8,2,0,no,no,no,yes,4,5,5,16,10,11,12,4
GP,M,16,R,GT3,T,3,3,services,services,reputation,yes,yes,mother,1,yes,no,4,3,2,1,0,no,yes,no,yes,3,4,5,8,8,9,10,1,0,no,yes,no,yes,3,4,5,0,11,10,10,2
GP,M,16,U,GT3,T,2,3,other,other,home,yes,yes,father,2,yes,no,5,3,3,1,0,no,no,no,no,1,1,3,0,13,14,14,1,0,no,no,no,no,1,1,3,0,13,12,12,2
GP,F,17,U,LE3,T,2,4,services,services,course,yes,yes,father,1,yes,yes,4,3,2,2,0,no,no,no,yes,1,1,5,0,14,15,15,2,0,no,no,no,yes,1,1,5,8,14,15,16,4
GP,M,17,U,GT3,T,4,4,services,teacher,home,yes,yes,mother,1,yes,no,5,2,3,1,0,no,no,no,no,1,2,5,4,17,15,16,1,0,no,no,no,no,1,2,5,4,13,13,14,2
GP,M,16,R,LE3,T,3,3,teacher,other,home,yes,yes,father,3,yes,no,3,3,4,1,0,no,yes,yes,yes,3,5,3,8,9,9,10,1,0,no,yes,no,yes,3,5,3,16,10,11,12,2
GP,F,17,U,GT3,T,4,4,services,teacher,home,yes,yes,mother,2,yes,no,4,2,4,1,1,no,yes,no,no,2,3,2,24,18,18,18,1,1,no,yes,no,no,2,3,2,30,14,15,16,2
GP,F,16,U,LE3,T,4,4,teacher,teacher,reputation,yes,yes,mother,1,yes,no,4,5,2,2,0,no,yes,yes,no,1,2,3,0,9,9,10,2,0,no,yes,no,no,1,2,3,0,11,10,11,4
GP,F,16,U,GT3,T,4,3,health,other,home,yes,yes,mother,1,yes,no,4,3,5,2,0,no,yes,no,yes,1,5,2,2,16,16,16,2,0,no,yes,no,yes,1,5,2,2,14,14,15,4
GP,F,16,U,GT3,T,2,3,other,other,reputation,yes,no,mother,1,yes,no,4,4,3,2,0,yes,yes,yes,yes,1,3,4,6,8,10,10,2,0,yes,yes,no,yes,1,3,4,4,11,12,12,4
GP,F,17,U,GT3,T,1,1,other,other,course,no,no,mother,1,yes,no,4,4,4,2,0,no,yes,yes,no,1,3,1,4,9,9,10,2,0,no,yes,no,no,1,3,1,0,14,15,15,4
GP,F,17,R,GT3,T,2,2,other,other,reputation,yes,yes,mother,1,yes,no,5,3,2,1,0,no,yes,no,no,1,2,3,18,7,6,6,1,0,no,yes,no,no,1,2,3,21,13,13,13,2
GP,F,16,R,GT3,T,2,2,services,services,reputation,no,yes,mother,2,yes,no,5,3,5,4,0,no,yes,yes,yes,1,1,5,6,10,10,11,4,0,no,yes,no,yes,1,1,5,6,13,13,13,8
GP,F,17,U,GT3,T,3,4,at_home,services,home,yes,yes,mother,1,yes,yes,4,4,3,3,1,no,yes,yes,no,3,4,5,28,10,9,9,3,1,no,yes,yes,no,3,4,5,14,8,9,8,6
GP,F,16,U,GT3,A,3,1,services,other,course,yes,yes,mother,1,yes,no,2,3,3,2,3,no,yes,yes,no,2,2,4,5,7,7,7,2,0,no,yes,no,no,2,2,4,2,11,11,12,4
GP,F,16,U,GT3,T,4,3,teacher,other,other,yes,yes,mother,1,yes,yes,1,3,2,2,0,no,no,yes,yes,1,1,1,10,11,12,13,2,0,no,no,no,yes,1,1,1,4,14,15,15,4
GP,F,16,U,GT3,T,1,1,at_home,other,home,yes,no,mother,2,yes,no,4,3,2,1,0,no,yes,yes,no,1,4,5,6,9,9,10,1,0,no,yes,no,no,1,4,5,2,12,13,13,2
GP,F,17,R,GT3,T,4,3,teacher,other,reputation,yes,yes,mother,2,yes,yes,4,4,2,3,0,no,yes,yes,yes,1,1,4,6,7,7,7,3,0,no,yes,no,yes,1,1,4,0,11,12,12,6
GP,F,19,U,GT3,T,3,3,other,other,reputation,yes,yes,other,1,yes,no,4,3,3,4,0,no,yes,yes,yes,1,2,3,10,8,8,8,4,0,no,yes,no,yes,1,2,3,4,12,12,12,8
GP,M,17,U,LE3,T,4,4,services,other,home,yes,yes,mother,1,yes,yes,5,3,5,2,0,no,yes,yes,no,4,5,3,13,12,12,13,2,0,no,yes,no,no,4,5,3,15,13,12,12,4
GP,F,16,U,GT3,A,2,2,other,other,reputation,yes,yes,mother,1,yes,no,3,3,4,2,0,yes,yes,yes,no,1,1,4,0,12,13,14,2,0,yes,yes,no,no,1,1,4,0,13,13,13,4
GP,M,18,U,GT3,T,2,2,services,other,home,yes,yes,mother,1,yes,no,4,4,4,2,1,no,yes,yes,yes,2,4,5,15,6,7,8,2,0,no,yes,no,yes,2,4,5,10,12,11,11,4
GP,F,17,R,LE3,T,4,4,services,other,other,yes,no,mother,1,yes,no,5,2,1,1,0,no,yes,yes,no,1,2,3,12,8,10,10,1,0,no,yes,no,no,1,2,3,6,12,11,11,2
GP,F,17,U,LE3,T,3,2,other,other,reputation,yes,yes,mother,2,yes,no,4,4,4,2,0,no,no,yes,no,1,3,1,2,14,15,15,2,0,no,no,no,no,1,3,1,2,14,16,15,4
GP,F,17,U,GT3,T,4,3,other,other,reputation,yes,yes,mother,1,yes,yes,3,4,5,2,2,no,no,yes,no,2,4,1,22,6,6,4,2,0,no,no,no,no,2,4,1,16,11,9,10,4
GP,M,18,U,LE3,T,3,3,services,health,home,yes,yes,father,1,yes,no,3,2,4,2,1,no,yes,yes,no,2,4,4,13,6,6,8,2,0,no,yes,no,no,2,4,4,10,10,10,10,4
GP,F,17,U,GT3,T,2,3,at_home,other,home,yes,no,father,2,yes,no,3,3,3,1,0,no,yes,yes,no,1,4,3,3,7,7,8,1,0,no,yes,no,no,1,4,3,4,12,13,13,2
GP,F,17,U,GT3,T,2,2,at_home,at_home,course,yes,yes,mother,1,yes,no,4,3,3,3,0,no,yes,yes,yes,1,1,4,4,9,10,10,3,0,no,yes,no,yes,1,1,4,0,12,12,13,6
GP,F,17,R,GT3,T,2,1,at_home,services,reputation,yes,yes,mother,2,yes,no,4,2,5,2,0,no,yes,no,yes,1,2,5,2,6,6,6,2,0,no,yes,no,yes,1,2,5,0,11,10,11,4
GP,F,17,U,GT3,T,1,1,at_home,other,reputation,yes,no,mother,1,yes,yes,4,3,4,3,1,no,yes,no,yes,1,1,5,0,6,5,0,3,0,no,yes,no,yes,1,1,5,12,12,12,12,6
GP,F,16,U,GT3,T,2,3,services,teacher,other,yes,yes,mother,1,yes,no,2,3,1,2,0,yes,no,no,no,1,1,3,2,16,16,17,2,0,yes,no,no,no,1,1,3,0,13,13,14,4
GP,M,18,U,GT3,T,2,2,other,other,home,yes,yes,mother,2,yes,no,3,3,3,2,0,no,yes,yes,no,5,5,4,0,12,13,13,2,3,no,yes,yes,no,5,5,4,9,10,9,10,4
GP,F,16,U,GT3,T,4,4,teacher,services,home,no,yes,mother,1,yes,no,5,3,2,3,0,no,yes,no,yes,1,1,5,0,13,13,14,3,0,no,yes,no,yes,1,1,5,4,15,16,16,6
GP,F,18,R,GT3,T,3,1,other,other,reputation,yes,yes,mother,1,yes,yes,5,3,3,2,1,no,no,no,yes,1,1,4,16,9,8,7,2,0,no,no,no,yes,1,1,4,4,8,8,8,4
GP,F,17,U,GT3,T,3,2,other,other,course,no,yes,mother,1,yes,no,5,3,4,2,0,no,no,no,yes,1,3,3,10,16,15,15,2,0,no,no,no,yes,1,3,3,2,17,18,17,4
GP,M,17,U,LE3,T,2,3,services,services,reputation,no,yes,father,1,yes,no,5,3,3,2,0,no,yes,yes,no,1,3,3,2,12,11,12,2,0,no,yes,no,no,1,3,3,0,10,11,11,4
GP,M,18,U,LE3,T,2,1,at_home,other,course,yes,yes,mother,4,yes,yes,4,3,2,2,0,yes,yes,yes,yes,4,5,3,14,10,8,9,2,0,yes,yes,no,yes,4,5,3,2,9,10,11,4
GP,F,17,U,GT3,A,2,1,other,other,course,yes,yes,mother,2,yes,yes,3,2,3,3,0,no,no,no,yes,1,2,3,10,12,10,12,3,0,no,no,no,yes,1,2,3,0,15,15,16,6
GP,F,17,U,LE3,T,4,3,health,other,reputation,yes,yes,father,1,yes,yes,3,2,3,2,0,no,no,no,yes,1,2,3,14,13,13,14,2,0,no,no,no,yes,1,2,3,0,14,12,12,4
GP,M,17,R,GT3,T,2,2,other,other,course,yes,yes,father,2,yes,no,4,5,2,2,0,no,yes,yes,yes,1,1,1,4,11,11,11,2,0,no,yes,no,yes,1,1,1,0,12,13,13,4
GP,M,17,U,GT3,T,4,4,teacher,teacher,reputation,yes,yes,mother,1,yes,yes,4,5,5,2,0,yes,yes,no,yes,1,3,2,14,11,9,9,2,0,yes,yes,no,yes,1,3,2,0,13,13,13,4
GP,M,16,U,GT3,T,4,4,health,other,reputation,yes,yes,father,1,yes,no,4,2,4,2,0,no,yes,yes,yes,2,4,1,2,14,13,13,2,0,no,yes,no,yes,2,4,1,0,13,13,14,4
GP,M,16,U,LE3,T,1,1,other,other,home,yes,yes,mother,2,yes,no,3,4,2,2,0,no,yes,yes,no,1,1,5,18,9,7,6,2,0,no,yes,no,no,1,1,5,2,9,9,9,4
GP,M,16,U,GT3,T,3,2,at_home,other,reputation,yes,yes,mother,2,yes,yes,5,3,3,3,0,no,no,no,yes,1,3,2,10,11,9,10,3,0,no,no,no,yes,1,3,2,0,12,12,12,6
GP,M,17,U,LE3,T,2,2,other,other,home,no,yes,father,1,yes,yes,4,4,2,2,0,no,no,yes,yes,5,5,4,4,14,13,13,2,0,no,no,no,yes,5,5,4,0,16,16,16,4
GP,F,16,U,GT3,T,2,1,other,other,home,yes,yes,mother,1,yes,yes,4,5,2,1,0,no,no,no,no,1,1,5,20,13,12,12,1,0,no,no,no,no,1,1,5,4,9,10,10,2
GP,F,17,R,GT3,T,2,1,at_home,services,course,yes,no,mother,3,yes,no,2,1,1,2,0,no,no,no,yes,1,1,3,2,13,11,11,2,0,no,no,no,yes,1,1,3,2,13,13,13,4
GP,M,18,U,GT3,T,2,2,other,services,reputation,yes,yes,father,1,no,no,5,5,4,2,1,no,no,no,no,3,5,2,0,7,7,0,2,0,no,no,no,no,3,5,2,16,8,7,8,4
GP,M,17,U,LE3,T,4,3,health,other,course,yes,yes,mother,2,yes,yes,2,5,5,2,0,no,no,no,yes,1,4,5,14,12,12,12,2,0,no,no,no,yes,1,4,5,8,15,15,15,4
GP,M,17,R,LE3,A,4,4,teacher,other,course,yes,yes,mother,2,yes,no,3,3,3,2,0,no,yes,yes,no,2,3,4,2,10,11,12,2,0,no,yes,no,no,2,3,4,0,12,12,12,4
GP,M,16,U,LE3,T,4,3,teacher,other,course,no,yes,mother,1,yes,no,5,4,5,1,0,no,no,no,yes,1,1,3,0,6,0,0,1,0,no,no,no,yes,1,1,3,7,14,14,15,2
GP,M,16,U,GT3,T,4,4,services,services,course,yes,yes,mother,1,yes,no,5,3,2,1,0,no,no,no,yes,1,2,5,0,13,12,12,1,0,no,no,yes,yes,1,2,5,4,14,15,15,2
GP,F,18,U,GT3,T,2,1,other,other,course,no,yes,other,2,yes,yes,4,4,4,3,0,no,yes,yes,no,1,1,3,0,7,0,0,3,0,no,yes,no,no,1,1,3,10,12,10,11,6
GP,M,16,U,GT3,T,2,1,other,other,course,yes,yes,mother,3,yes,no,4,3,3,1,0,no,no,no,no,1,1,4,6,18,18,18,1,0,no,no,no,no,1,1,4,7,15,16,16,2
GP,M,17,U,GT3,T,2,3,other,other,course,yes,yes,father,2,yes,no,5,2,2,1,0,no,no,no,no,1,1,2,4,12,12,13,1,0,no,no,no,no,1,1,2,2,9,12,13,2
GP,M,22,U,GT3,T,3,1,services,services,other,no,yes,mother,1,no,yes,5,4,5,1,3,no,no,no,no,5,5,1,16,6,8,8,1,3,no,no,no,no,5,5,1,12,7,8,5,2
GP,M,18,R,LE3,T,3,3,other,services,course,yes,yes,mother,1,yes,yes,4,3,3,2,1,no,yes,no,no,1,3,5,8,3,5,5,2,0,no,yes,no,no,1,3,5,8,10,9,10,4
GP,M,16,U,GT3,T,0,2,other,other,other,no,yes,mother,1,yes,no,4,3,2,1,0,no,no,yes,no,2,4,5,0,13,15,15,1,0,no,no,no,no,2,4,5,0,11,12,11,2
GP,M,18,U,GT3,T,3,2,services,other,course,yes,yes,mother,2,no,no,4,4,5,1,1,no,no,no,no,2,4,5,0,6,8,8,1,0,no,no,no,no,2,4,5,8,7,8,7,2
GP,M,16,U,GT3,T,3,3,at_home,other,reputation,no,yes,other,3,yes,no,5,3,3,2,0,yes,yes,no,no,1,3,2,6,7,10,10,2,1,yes,yes,no,no,1,3,2,4,9,11,10,4
GP,M,18,U,GT3,T,2,1,services,services,other,no,yes,mother,1,no,no,3,2,5,1,1,no,no,no,no,2,5,5,4,6,9,8,1,2,no,no,no,no,2,5,5,4,7,8,6,2
GP,M,16,R,GT3,T,2,1,other,other,course,no,no,mother,2,yes,no,3,3,2,1,0,no,no,no,yes,1,3,3,0,8,9,8,1,0,no,no,no,yes,1,3,3,2,14,13,12,2
GP,M,17,R,GT3,T,2,1,other,other,course,no,yes,mother,1,yes,no,4,4,2,1,0,no,no,no,no,2,4,5,0,8,12,12,1,0,no,no,no,no,2,4,5,0,12,12,13,2
GP,M,17,U,LE3,T,1,1,health,other,course,yes,yes,mother,2,yes,no,4,4,4,1,1,no,yes,no,yes,1,2,5,2,7,9,8,1,1,no,yes,no,yes,1,2,5,0,9,10,10,2
GP,F,17,U,LE3,T,4,2,teacher,services,reputation,yes,yes,mother,1,yes,no,4,2,3,4,0,no,yes,yes,yes,1,1,4,6,14,12,13,4,0,no,yes,no,yes,1,1,4,2,14,15,17,8
GP,M,19,U,LE3,A,4,3,services,at_home,reputation,yes,yes,mother,1,yes,no,4,3,1,2,0,no,yes,no,no,1,1,1,12,11,11,11,2,0,no,yes,no,no,1,1,1,4,11,13,14,4
GP,M,18,U,GT3,T,2,1,other,other,home,yes,yes,mother,1,yes,no,5,2,4,2,0,no,no,no,yes,1,2,4,8,15,14,14,2,0,no,no,no,yes,1,2,4,2,16,16,16,4
GP,F,17,U,LE3,T,2,2,services,services,course,yes,yes,father,1,yes,yes,3,4,1,4,0,no,no,yes,yes,1,1,2,0,10,9,0,4,0,no,no,no,yes,1,1,2,2,10,11,12,8
GP,F,18,U,GT3,T,4,3,services,other,home,yes,yes,father,1,yes,yes,3,1,2,2,0,no,yes,yes,no,1,3,2,21,17,18,18,2,0,no,yes,no,no,1,3,2,2,15,15,15,4
GP,M,18,U,GT3,T,4,3,teacher,other,course,no,yes,mother,1,yes,no,4,3,2,2,0,no,yes,yes,no,1,1,3,2,8,8,8,2,0,no,yes,no,no,1,1,3,2,10,10,11,4
GP,M,18,R,GT3,T,3,2,other,other,course,no,no,mother,1,yes,no,5,3,2,3,0,no,no,no,yes,1,1,3,1,13,12,12,3,0,no,no,no,yes,1,1,3,2,10,11,12,6
GP,F,17,U,GT3,T,3,3,other,other,home,no,no,mother,1,yes,no,3,2,3,3,0,no,no,no,yes,1,1,4,4,10,9,9,3,0,no,no,no,yes,1,1,4,2,15,12,13,6
